# image-id: movie-str-lib-overlay
# annotated_functions/total_functions: 53/53
# Total basis: whole-image AOT range manifest.
# sha256: 2a8469095fd33daef61dbbf09d4f106ba1d72904a502763cb89057cbb615a440
# load-address: 0x801d3000
# identity-source: annotations/overlays/disc1-images.toml
# source-record-id: movie-str-lib-image
# format: address, note

0x801D4CC8, function start — MovieStrVlcDecode; decodes STR VLC and Huffman coefficients into MDEC run-length codes.
0x801D4FD4, function start — MovieStrSaveVlcDecodeState; saves primary VLC continuation state when the output limit is reached.
0x801D5050, function start — MovieStrSetDefaultVlc2OutputLimit; restores the table-based VLC limit to 0xFFFFFF.
0x801D5060, function start — MovieStrVlcDecodeWithTable; decodes VLC coefficients using an expanded lookup table.
0x801D5368, function start — MovieStrSaveVlcTableDecodeState; saves table-based VLC continuation state.
0x801D53BC, function start — MovieStrNoOpPaddingEntry; contains the isolated NOP discovered as an entry.
0x801D53C0, function start — MovieStrPrepareSpuAdpcmBlock; normalizes PCM samples and selects their ADPCM shift.
0x801D5544, function start — MovieStrEncodeSpuAdpcmBlocks; packs PCM samples and control flags into SPU ADPCM blocks.
0x801D57DC, function start — MovieStrEncodeSpuPcm; dispatches an ENCSPU environment to the SPU ADPCM encoder.
0x801D583C, function start — MovieStrSetRingBuffer; installs the STR ring address and size and clears its state.
0x801D586C, function start — MovieStrStartCdRead2; issues CD Setmode and ReadS, installs streaming callbacks when mode bit 0x100 is set, and enables saved-location capture only when mode bit 0x20 is also set.
0x801D5900, function start — MovieStrCdDataCallback; forwards CD data callbacks to the STR interrupt handler.
0x801D5920, function start — MovieStrClearRingBuffer; resets STR ring indices flags and slot states.
0x801D5980, function start — MovieStrUnsetRingBuffer; disables CD streaming callbacks and DMA state.
0x801D5A04, function start — MovieStrCdDataReadyCallback; marks the frame-start descriptor ready and saves its frame number and first-sector CD location for possible recovery.
0x801D5A94, function start — MovieStrGetBackLocation; when CD-location capture is enabled writes the sector after the saved frame-start location and returns its frame number, otherwise returns -1 without writing a location.
0x801D5AF4, function start — MovieStrSetStream; resets STR assembly state and installs stream completion callbacks.
0x801D5B7C, function start — MovieStrFreeRingBuffer; releases the ring slots belonging to a consumed frame.
0x801D5C34, function start — MovieStrClearRingSlots; marks a contiguous range of STR ring slots free.
0x801D5C70, function start — MovieStrGetNextFrame; follows a state-1 wrap sentinel to slot zero, then claims the next state-2 frame and returns its payload and descriptor.
0x801D5D34, function start — MovieStrSetStreamMask; stores STR stream matching and frame-bound parameters.
0x801D5D54, function start — MovieStrCdInterrupt; validates and assembles STR sectors while reserving one spare descriptor with sector_count <= slot_count - producer_index - 1, then performs state-1 wrap handling or rejects the sector when a contiguous frame will not fit.
0x801D66C4, function start — MovieStrCopyWords; copies a requested number of words between sector buffers.
0x801D66F8, function start — MovieStrStartCdDma; waits for availability and programs a CD-ROM DMA transfer.
