# image-id: battle-event-overlay
# annotated_functions/total_functions: 105/105
# Total basis: whole-image AOT range manifest, including authenticated overlapping roots.
# sha256: 1cac23da143e6dfc8f1f4b52ed5754392ea853ee58d6e62d65fd7fbfa86932cc
# load-address: 0x801e5000
# identity-source: annotations/overlays/disc1-images.toml
# source-record-id: battle-event-image
# format: address, note

0x801E736C, function start — BattleEventOpcode1DSetCameraMode1; selects battle camera mode one.
0x801E7380, function start — BattleEventOpcode1EFadeOut; creates a white battle fader.
0x801E73D4, function start — BattleEventOpcode1FFadeIn; creates a black battle fader.
0x801E7424, function start — BattleEventOpcode49SetReturnMode; sets the special return-to-field mode.
0x801E746C, function start — BattleEventOpcode20EndBattle; requests event battle termination.
0x801E748C, function start — BattleEventOpcode21SetBattleRunning; sets the battle-event-running flag.
0x801E74A0, function start — BattleEventOpcode22PauseEvent; enters the event pause state.
0x801E74B8, function start — BattleEventOpcode37StartBattle; marks and starts an event battle.
0x801E74E0, function start — BattleEventOpcode23SetupMecha; runs asynchronous mecha setup and load completion.
0x801E75F0, function start — BattleEventOpcode38PlayMechaAnimation; starts a selected mecha animation.
0x801E7660, function start — BattleEventOpcode4ADisablePlayerControl; disables resident player control.
0x801E7684, function start — BattleEventOpcode4BMarkCharacterDead; marks a resolved battle entity as dead.
0x801E7700, function start — BattleEventOpcode24SetBattleTransition; configures battle initialization and transition effects.
0x801E775C, function start — BattleEventOpcode25EnableBattleMenu; enables the battle menu.
0x801E7770, function start — BattleEventOpcode26SetFieldReturn; configures destination field and world-map return state.
0x801E77E4, function start — BattleEventOpcode27PlayMovie; configures movie playback, fading, and return mode.
0x801E786C, function start — BattleEventOpcode28PlaySound; submits scripted parameters to the battle effect routine.
0x801E78A8, function start — BattleEventOpcode29SetCameraTarget; applies a scripted target vector to the battle camera.
0x801E7914, function start — BattleEventOpcode35CreateSprite; decompresses a sprite bundle and creates an event sprite.
0x801E79E0, function start — BattleEventOpcode2APlayAnimation; applies an animation to an event-created sprite.
0x801E7A5C, function start — BattleEventDestroyEntitySprite; destroys a script entity sprite and releases its bundle.
0x801E7B08, function start — BattleEventOpcode36DestroySprite; invokes event sprite destruction.
0x801E7B2C, function start — BattleEventOpcode40DestroySpriteAndReset; destroys a sprite and resets camera disposal state.
0x801E7B58, function start — BattleEventOpcode2BWait; initializes and polls an entity frame countdown.
0x801E7C0C, function start — BattleEventOpcode2CSetPriority; updates entity execution priority and queue position.
0x801E7CD0, function start — BattleEventLoadMusic; replaces and initializes the selected event music file.
0x801E7DE4, function start — BattleEventPlayLoadedMusic; starts loaded music with volume control.
0x801E7E14, function start — BattleEventOpcode2DLoadMusic; loads event music at full volume.
0x801E7E5C, function start — BattleEventOpcode2ELoadMusicQuiet; loads event music at zero volume.
0x801E7EA4, function start — BattleEventOpcode2FPlayLoadedMusic; starts loaded music with scripted parameters.
0x801E7F08, function start — BattleEventOpcode30StopMusic; fades or stops loaded event music.
0x801E7F70, function start — BattleEventOpcode31PlaySoundEffect; selects a sequence bank and starts a sound effect.
0x801E7FF4, function start — BattleEventOpcode41PlaySong; selects a sequence bank and starts a song.
0x801E8074, function start — BattleEventOpcode32NoOperation; consumes a one-byte no-op opcode.
0x801E807C, function start — BattleEventOpcode33StopBattleMusic; stops and frees the loaded event music instance.
0x801E80E8, function start — BattleEventOpcode34NoOperation; consumes the second one-byte no-op opcode.
0x801E80F0, function start — BattleEventOpcode39TransformToGear; performs character-to-Gear transformation state changes.
0x801E818C, function start — BattleEventOpcode3ASetEntityCamera; rebinds a resolved entity camera animation.
0x801E81EC, function start — BattleEventOpcode3BHideEntity; applies the entity's stashed idle animation state.
0x801E823C, function start — BattleEventOpcode3CShowEntity; resets sprite frame state and clears hidden bits.
0x801E828C, function start — BattleEventOpcode3DSetEntityFlip; clears the sprite flip-transition counter.
0x801E82DC, function start — BattleEventOpcode3EMoveEntity; starts and polls normal event sprite movement.
0x801E83C0, function start — BattleEventOpcode3FMoveEntityAlternate; starts and polls alternate eased movement.
0x801E84A4, function start — BattleEventOpcode45LoadCharacterSprite; asynchronously replaces a character sprite bundle.
0x801E8600, function start — BattleEventOpcode46SwapCharacterSprite; prepares and commits a sprite-state swap.
0x801E86AC, function start — BattleEventOpcode47ResetInputState; resets resident battle input state.
0x801E86D0, function start — BattleEventOpcode42DisableBattleRendering; disables battle scene rendering.
0x801E86F4, function start — BattleEventOpcode43EnableBattleRendering; enables battle scene rendering.
0x801E8718, function start — BattleEventOpcode44ResetAllSprites; clears event state across all battle sprites.
0x801E8750, function start — BattleEventOpcode48SetMusicVolume; updates event music volume and pan.
0x801E879C, function start — BattleEventUpdate; schedules entities and dispatches the 76 event bytecodes.
0x801E93E8, function start — BattleEventSpriteAnimationComplete; clears asynchronous state and restores animation zero.
0x801E9430, function start — BattleEventSetSpriteCameraAnimation; rebinds sprite camera animation and completion callback.
0x801E950C, function start — BattleEventHideSpriteEntity; reapplies a sprite's stashed idle animation.
0x801E9550, function start — BattleEventShowSpriteEntity; clears frame wait and hidden render state.
0x801E958C, function start — BattleEventSetSpriteFlip; clears the active flip-transition counter.
0x801E95B0, function start — BattleEventNormalizeSpriteAnimation; resolves a valid stored camera animation.
0x801E95E4, function start — BattleEventStartSpriteMove; initializes linear sprite movement and completion state.
0x801E9694, function start — BattleEventStartSpriteMoveAlternate; initializes alternate eased sprite movement.
0x801E9700, function start — BattleEventPrepareSpriteSwap; marks and configures the source sprite for swapping.
0x801E9760, function start — BattleEventCommitSpriteSwap; transfers sprite state and repairs callbacks.
0x801E9894, function start — BattleEventStartCharacterSpriteLoad; begins asynchronous character sprite replacement.
0x801E9958, function start — BattleEventSetSpriteAnimation; applies an animation to an embedded sprite actor.
0x801E9978, function start — BattleEventCreateSpriteEntity; allocates and initializes a battle event sprite task.
0x801E9AD4, function start — BattleEventDestroySpriteTask; unregisters callbacks, frees the task, and resets camera bookkeeping.
0x801E9B2C, function start — BattleEventResetSpriteDisposeState; resets battle camera and sprite disposal helpers.
