# image-id: member-change-menu-overlay
# annotated_functions/total_functions: 64/67
# Total basis: union of Ghidra functions and recovered callbacks/entries.
# sha256: 3b9e2b890c27ae0de97fe343ac75cd35c05fe7f9605ae387d2166da0be78109c
# load-address: 0x801c5000
# identity-source: native_renderer/xg_render_manifest.toml
# source-record-id: member-change-menu-image
# format: address, note

0x801C8844, function start — MemberChangeMenuRenderLeftWindowBorder; projects and queues the left border.
0x801C8A18, function start — MemberChangeMenuRenderRightWindowBorder; projects and queues the right border.
0x801C8BEC, function start — MemberChangeMenuRenderWindowBackground; projects and queues a background.
0x801C8D28, function start — MemberChangeMenuRenderWindowBorderCorners; projects and queues four corners.
0x801C8E74, function start — MemberChangeMenuRenderScrollBar; projects and queues scroll-bar packets.
0x801C9098, function start — MemberChangeMenuRenderWindows; renders all active windows.
0x801C9210, function start — MemberChangeMenuRender; composes the menu and dimming layer.
0x801C9270, function start — MemberChangeMenuPlaySoundEffect; submits a menu sound effect.
0x801C92AC, function start — MemberChangeMenuPollInput; maps controller events into commands.
0x801C94A0, function start — MemberChangeMenuUpdateAndRender; updates input, buffers, rendering, and OT submission.
0x801C969C, function start — MemberChangeMenuParseNumberToString; converts an integer to display digits.
0x801C9748, function start — MemberChangeMenuFree; commits the party and tears down resources.
0x801C9908, function start — MemberChangeMenuRebuildAvailableCharacters; rebuilds benched-character availability.
0x801C9A08, function start — MemberChangeMenuBuildCharacterLabel; constructs portrait and name-strip packets.
0x801C9F80, function start — MemberChangeMenuSetCharacterLevelStrings; builds level and secondary-stat digits.
0x801CA24C, function start — MemberChangeMenuSetCharacterHpAndMpStrings; builds HP and MP digit groups.
0x801CA5C0, function start — MemberChangeMenuUpdateCharacter; rebuilds one character display record.
0x801CA690, function start — MemberChangeMenuUpdateCharacters; rebuilds visible active and benched records.
0x801CA810, function start — MemberChangeMenuSetCursorToCharacter; positions a cursor over a character.
0x801CA944, function start — MemberChangeMenuInitializeCursors; allocates and initializes pointer cursors.
0x801CAB04, function start — MemberChangeMenuFreeCursors; disables, flushes, and frees cursors.
0x801CAB48, function start — MemberChangeMenuSwapCharacters; swaps selected active and benched slots.
0x801CAD14, function start — MemberChangeMenuMainLoop; runs selection, scrolling, and swapping.
0x801CB0A8, function start — MemberChangeMenuMain; manages the complete submenu lifetime.
