# image-id: battling-overlay
# annotated_functions/total_functions: 157/456
# Total basis: complete Ghidra/callback/return-boundary reconciliation.
# sha256: 3e6df915e9c7f05f5fb997cb331392f1333e867dfb2628cd65e5e1ea1575646e
# load-address: 0x8006faf0
# identity-source: native_renderer/xg_render_manifest.toml
# source-record-id: battling-image
# format: address, note

0x8008BA2C, function start — BattlingTaskContextCreate; creates a saved-register task context.
0x8008BAE0, function start — BattlingFreeTaskContext; frees a task context.
0x8008BB00, function start — BattlingReadSavedTaskRegisters; copies saved registers to output.
0x8008BB1C, function start — BattlingWriteSavedTaskRegisters; installs saved task registers.
0x8008C7C0, function start — BattlingParticleType0AdvanceVertices; advances type-0 vertex history.
0x8008C828, function start — BattlingParticleType0PacketInitialize; initializes a type-0 packet.
0x8008C8B4, function start — BattlingParticleType0Render; transforms and emits a type-0 particle.
0x8008C9B8, function start — BattlingParticleType1AdvanceVertices; advances type-1 vertex history.
0x8008CA00, function start — BattlingParticleType1PacketInitialize; initializes a type-1 packet.
0x8008CA84, function start — BattlingParticleType1Render; transforms and emits a type-1 particle.
0x8008CC2C, function start — BattlingParticleType2AdvanceVertices; advances type-2 vertex history.
0x8008CC54, function start — BattlingParticleType2PacketInitialize; initializes a type-2 packet.
0x8008CCB0, function start — BattlingParticleType2Render; transforms and emits a type-2 particle.
0x8008CD54, function start — BattlingParticleType3AdvanceVerticesNoOp; intentional type-3 no-op callback.
0x8008CD5C, function start — BattlingParticleType3PacketInitialize; initializes a randomized type-3 packet.
0x8008CE0C, function start — BattlingParticleType3Render; transforms and emits a type-3 particle.
0x8008CED4, function start — BattlingParticleType4AdvanceVerticesNoOp; intentional type-4 no-op callback.
0x8008CEDC, function start — BattlingParticleType4PacketInitialize; initializes a type-4 packet.
0x8008CF30, function start — BattlingParticleType4Render; transforms and emits a type-4 particle.
0x8008CF9C, function start — BattlingParticleCopyPosition; copies current particle position.
0x8008CFC4, function start — BattlingParticleRandomDirectionInitialize; initializes randomized direction.
0x8008D0A4, function start — BattlingParticleRandomPositionInitialize; initializes randomized position.
0x8008D14C, function start — BattlingParticlePlanarRandomInitialize; initializes planar random position.
0x8008D208, function start — BattlingParticleSphericalRandomInitialize; initializes spherical random position.
0x8008D304, function start — BattlingParticleAngularRandomInitialize; initializes position from angle and spread.
0x8008D3F4, function start — BattlingParticleEmitterCreate; creates an emitter and selects callbacks.
0x8008D5C0, function start — BattlingParticleEmitterResize; reallocates emitter particle slots.
0x8008D680, function start — BattlingParticleEmitterSpawn; generates and activates particle slots.
0x8008D980, function start — BattlingParticleBounceUpdate; applies vertical motion and bounce damping.
0x8008D9F0, function start — BattlingParticleSettleUpdate; damps and disables settled particles.
0x8008DA48, function start — BattlingParticleEmitterUpdateAndRender; advances and renders particles.
0x8008DBC0, function start — BattlingCopyParticleFrameData; copies one particle-frame transform.
0x8008DC28, function start — BattlingCreateParticleEmitterType1; creates a type-1 emitter.
0x8008DCB8, function start — BattlingParticleEmitterTransformAndRender; spawns, transforms, and renders an emitter.
0x8008DDFC, function start — BattlingScaleVectorByGte; scales a vector using current GTE state.
0x8008DE54, function start — BattlingTransformParticlePrimitive; transforms and depth-sorts a particle.
0x8008DF30, function start — BattlingFluidBuffersReset; clears simulation buffer pointers.
0x8008DF50, function start — BattlingFluidBuffersInitialize; allocates and clears simulation grids.
0x8008E120, function start — BattlingFluidSimulationUpdate; applies impulses and neighbor averaging.
0x8008EADC, function start — BattlingVibrationUpdate; updates four vibration channels.
0x8008EB4C, function start — BattlingPlaySoundEffect; dispatches a nonzero sound effect.
0x8008F280, function start — BattlingPracticeAiUpdate; dispatches selected practice AI behavior.
0x8008F9B0, function start — BattlingActorOutOfBoundsOrDisabled; tests arena bounds and disabled state.
0x80090E10, function start — BattlingComAiUpdate; dispatches COM strategy, movement, and actions.
