# image-id: gear-shop-menu-overlay
# annotated_functions/total_functions: 156/156
# Total basis: whole-image AOT range manifest, including authenticated overlapping roots.
# sha256: c7a1982f0ea624c81fd0f85e1a1335c7517723f12ba3e2d08395842392423691
# load-address: 0x801c5000
# identity-source: annotations/overlays/disc1-images.toml
# source-record-id: gear-shop-menu-image
# format: address, note

0x801C7604, function start — SetGearStoreVertices; builds screen-centered quad vertices.
0x801C765C, function start — SetGearStoreBorderPrimitive; configures a border primitive.
0x801C76A4, function start — UpdateGearStoreScrollHandle; updates scroll-handle geometry.
0x801C782C, function start — ReleaseGearStoreScrollHandle; frees scroll-handle state.
0x801C7870, function start — CreateGearStoreArrow; allocates an arrow cursor.
0x801C78EC, function start — UpdateGearStoreArrow; positions and updates an arrow cursor.
0x801C7A88, function start — ReleaseGearStoreArrow; disables and frees an arrow cursor.
0x801C7AE4, function start — BuildGearStoreWindowGraphics; initializes window graphics.
0x801C7E00, function start — CreateGearStoreScrollBar; initializes scroll-bar graphics.
0x801C7F64, function start — BuildGearStoreCornerPackets; initializes border corners.
0x801C81AC, function start — SetGearStoreTopBorder; configures top-border geometry.
0x801C84F0, function start — SetGearStoreBottomBorder; configures bottom-border geometry.
0x801C883C, function start — SetGearStoreLeftBorder; configures left-border geometry.
0x801C8B84, function start — SetGearStoreRightBorder; configures right-border geometry.
0x801C8ED0, function start — SetGearStoreWindow; assembles and activates a window.
0x801C9054, function start — ReleaseGearStoreWindow; deactivates and frees a window.
0x801C90E0, function start — CreateGearStoreWindow; allocates or configures a window.
0x801C9264, function start — UpdateGearStoreWindows; advances opening-window dimensions.
0x801C93B0, function start — RenderGearStorePolygons; projects and queues FT4 arrays.
0x801C94CC, function start — RenderGearStoreText; queues one string's glyph quads.
0x801C9550, function start — RenderGearStoreScrollHandle; renders the scroll handle.
0x801C959C, function start — GearShopMenuRenderSelectionPointer; renders selection mode and pointer.
0x801C962C, function start — RenderGearStoreShoulderHints; renders shoulder-button hints.
0x801C9690, function start — RenderGearStoreTopBorder; renders the top border.
0x801C9864, function start — RenderGearStoreBottomBorder; renders the bottom border.
0x801C9A38, function start — RenderGearStoreLeftBorder; renders the left border.
0x801C9C0C, function start — RenderGearStoreRightBorder; renders the right border.
0x801C9DE0, function start — RenderGearStoreWindowFill; renders a window background.
0x801C9F1C, function start — RenderGearStoreCorners; renders border corners.
0x801CA068, function start — RenderGearStoreScrollBar; renders scroll-bar track and ends.
0x801CA28C, function start — RenderGearStoreWindows; renders all active windows.
0x801CA404, function start — RenderGearStorePointers; renders active pointer cursors.
0x801CA754, function start — GearShopMenuRenderAuxGroup4; renders a four-entry auxiliary group.
0x801CA7E4, function start — GearShopMenuRenderAuxGroup8; renders an eight-entry auxiliary group.
0x801CA874, function start — GearShopMenuRenderAuxQuads; projects and renders auxiliary quads.
0x801CA9EC, function start — GearShopMenuRenderAuxGroup6; renders a six-entry auxiliary group.
0x801CAA7C, function start — GearShopMenuRenderConfirmationText; renders confirmation text.
0x801CABD8, function start — RenderGearStoreDimmer; renders the fullscreen dimming layer.
0x801CABE0, function start — GearShopMenuRenderAuxiliaryGroups; dispatches auxiliary graphics.
0x801CAC20, function start — RenderGearStoreSelection; renders the active selection menu.
0x801CB2E8, function start — GearShopMenuRenderAuxTextGroups; renders auxiliary text groups.
0x801CB35C, function start — RenderGearStoreArrows; renders active arrow cursors.
0x801CB3D0, function start — RenderGearStoreMenu; composes Gear shop graphics.
0x801CB498, function start — PlayGearStoreSound; submits a Gear shop sound effect.
0x801CB4E4, function start — ReadGearStoreInput; maps controller state to menu commands.
0x801CB690, function start — GearShopMenuInitializeTransitionInterpolation; calculates normalized fixed-point steps for interpolating the preview camera's X, Y, and Z coordinates.
0x801CBA2C, function start — GearShopMenuUpdateTransitionEffect; advances active preview-camera coordinates toward their targets and clears each completed transition axis.
0x801CBDA0, function start — GearShopMenuUpdateTransforms; advances menu transition transforms.
0x801CBE60, function start — GearShopMenuRenderDebugValues; renders the debug X, Y, Z, angle, Gear, and scale values when menu debugging is enabled.
0x801CC1C4, function start — UpdateRenderGearStore; runs input, rendering, and OT submission.
0x801CC31C, function start — CreateGearStorePointers; initializes pointer cursors.
0x801CC4DC, function start — ReleaseGearStorePointers; disables and frees pointer cursors.
0x801CC520, function start — GearShopMenuNoOpCallback0; intentional empty callback.
0x801CC528, function start — GearShopMenuNoOpCallback1; intentional empty callback.
0x801CC530, function start — OpenGearStoreConfirmation; creates confirmation state.
0x801CC9A0, function start — ReleaseGearStoreConfirmation; frees confirmation state.
0x801CCA40, function start — ReadGearStoreConfirmationChoice; runs confirmation input.
0x801CCC18, function start — GearShopMenuConfirmationWindow; executes confirmation prompts.
0x801CCD20, function start — ReleaseGearStoreState; tears down Gear shop resources.
0x801CCE90, function start — GearShopMenuInitializeAuxTextGroup; initializes auxiliary text.
0x801CCEBC, function start — GearShopMenuClearByteFlags; clears a menu flag range.
0x801CCEE8, function start — GearShopMenuPositionSelectionString; positions and activates the selected menu string.
0x801CD310, function start — CreateGearStoreModeMenu; initializes mode choices.
0x801CD564, function start — CreateGearStoreSubmenu; initializes a selected Gear shop submenu.
0x801CD838, function start — GearShopMenuUpdateShopModeSelectionMenu; rebuilds cursor and text graphics for the current choice.
0x801CDA0C, function start — UpdateGearStoreSubmenuTextures; updates submenu texture state.
0x801CDC68, function start — HandleGearStoreModeChoice; dispatches a shop mode.
0x801CDD74, function start — RunGearStoreMode; runs the Gear shop mode menu.
0x801CE024, function start — RunGearStoreMenu; manages the complete Gear shop lifetime.
0x801CE1D0, function start — CreateGearStoreShoulderHints; initializes shoulder-button hints.
0x801CE2E8, function start — ReleaseGearStoreShoulderHints; frees shoulder-button hints.
0x801CE32C, function start — GearShopMenuRenderShopScreen; renders active item rows, descriptions, prices, quantities, portraits, stat changes, and transaction text.
0x801CE7E0, function start — GearShopMenuRenderHelperModels; renders Gear preview helper models.
0x801CE82C, function start — GearShopMenuRenderGearPreviewUi; renders active Gear-preview effects, stat labels, numeric values, and Gear name.
0x801CEA68, function start — GearShopMenuUpdateDualPreviewEffects; advances and rebuilds two independently positioned animated preview-effect sequences.
0x801CEEA8, function start — GearShopMenuUpdatePreviewEffect; advances the central preview-effect animation and rebuilds its current textured frame.
0x801CF184, function start — GearShopMenuUpdatePreviewAnimation; updates Gear preview animation.
0x801CF33C, function start — GearShopMenuRenderPreviewEffects; renders Gear preview effects.
0x801CF38C, function start — GearShopMenuUploadGearName; uploads the selected Gear name.
0x801CF448, function start — GearShopMenuUpdateGearStatsGraphics; builds Gear name, HP, fuel, weight, and related numeric graphics for the current preview.
0x801CF9BC, function start — GearShopMenuLoadGearModelResources; loads Gear preview model resources.
0x801CFAB8, function start — GearShopMenuInitializeGearPreviewModel; configures a helper-model slot for a Gear, applies Gear-specific transforms, and refreshes its displayed stats.
0x801CFC60, function start — GearShopMenuStartGearPreviewTransition; loads the standard starting X coordinate before falling through into the preview-transition initializer.
0x801CFC68, function start — GearShopMenuStartGearPreviewTransitionWithLoadedX; uses a preloaded starting X coordinate, activates preview animations, and waits for their opening states.
0x801CFF18, function start — GearShopMenuInitializePreviewTransition; initializes preview transition state.
0x801D0054, function start — GearShopMenuSetDigitColor; colors numeric display glyphs.
0x801D0220, function start — UpdateGearStorePortraits; rebuilds available portraits.
0x801D0348, function start — SetGearStoreRosterCount; updates available-character count.
0x801D0398, function start — SelectGearStoreItem; changes the selected character Gear.
0x801D04E8, function start — GearShopMenuUpdateBuyExplanationGraphics; builds buy-screen labels.
0x801D05EC, function start — GearShopMenuUpdateSellExplanationGraphics; builds sell-screen labels.
0x801D06D8, function start — GearShopMenuUpdateTransactionGraphics; builds gold-before, transaction total, gold-after, and optional unit-price graphics.
0x801D0C20, function start — GearShopMenuSetFinalPriceGraphics; builds final-price digits.
0x801D0D4C, function start — GearShopMenuUpdateCurrentGoldGraphics; builds the current-gold digits and currency marker used by the fuel tune-up screen.
0x801D0EC8, function start — GearShopMenuClearSellScreenState; clears sell-screen state.
0x801D1078, function start — GearShopMenuGetItemEquippedGearFlags; returns the combined Gear equip flags for characters whose Gears currently contain the specified item.
0x801D1304, function start — GearShopMenuUpdateSellItemPreview; builds a sell item's description, half-price value, and equipped-character indicators.
0x801D18F8, function start — GearShopMenuUpdateSellItemListGraphics; builds up to eight visible sell-list rows with names, prices, and inventory quantities.
0x801D1F20, function start — GearShopMenuHandleSoldItems; stores staged gold capped at 9999999, subtracts each staged count bytewise from every matching slot in the supplied Gear Weapon or Gear Part arrays, and clears an ID only at exact zero; duplicate-stack underflow wraps.
0x801D2054, function start — RunGearStoreSellMenu; runs the generic Gear inventory sell loop.
0x801D2784, function start — RunGearStoreWeaponSale; runs weapon selling.
0x801D27C4, function start — RunGearStorePartsSale; runs Gear-parts selling.
0x801D2804, function start — HandleGearStoreSellMode; dispatches a sell category.
0x801D2950, function start — GearShopMenuUpdateEquippedPartGraphics; displays the currently equipped armor, frame, or engine corresponding to a tune-up category.
0x801D2B74, function start — GearShopMenuUpdateBuyItemListGraphics; builds eight purchase or tune-up rows, marks affordability and compatibility, and returns the current part's trade-in value.
0x801D3558, function start — GearShopMenuComputeEquipmentStatChanges; computes item stat deltas.
0x801D3A3C, function start — GearShopMenuLookupByteByKey; performs a keyed byte lookup.
0x801D3A80, function start — GearShopMenuUpdateItemQuantityGraphics; looks up and displays the inventory quantity held for the selected weapon or accessory.
0x801D3C78, function start — GearShopMenuUpdateItemPreview; updates selected item preview state.
0x801D44FC, function start — GearShopMenuHandleBoughtItems; stores staged resulting gold; Gear Part and Gear Weapon buys add staged quantities to every matching stack capped at 99 or use the first empty slot only when no match exists, while tune-up replaces the selected Gear's Armor, Frame, or Engine ID; gold remains committed if a buy has no destination.
0x801D4888, function start — GearShopMenuIsTuneUpUpgrade; returns whether the candidate component ID is greater than the current component ID, selecting the one-prompt upgrade path versus the lower-or-equal two-prompt warning path.
0x801D498C, function start — GearShopMenuBuyOrTuneUpMenu; runs the shared scrolling, quantity, price, confirmation, purchase, and tune-up item loop.
0x801D5398, function start — GearShopMenuFuelTuneUpMenu; runs Fuel and HP service, charging 10 times the greater of one or missing Fuel divided by 100 for full service, offering gold-based partial Fuel otherwise, filling HP on accepted service even when Fuel is already full or only 1..9G is available, and writing nothing on rejection or the already-full information path.
0x801D573C, function start — GearShopMenuExitSubmenu; exits the active Gear shop submenu.
0x801D57A8, function start — GearShopMenuDispatchTuneUpOption; dispatches the selected tune-up.
0x801D5828, function start — GearShopMenuSubmenuMain; runs the active submenu and dispatches Buy, Sell, Tune Up, fuel, and Gear-selection actions.
0x801D5D38, function start — GearShopMenuInitializePreviewResources; initializes the Gear-preview helper system, allocates model slots, selects the first available Gear, and loads its resources.
0x801D5EB8, function start — GearShopMenuFreePreviewResources; frees Gear preview resources.
0x801D5F94, function start — GearShopMenuComputeDisplayStats; computes displayed Gear statistics.
0x801D6150, function start — GearShopMenuRecomputeGearStats; recomputes aggregate Gear stats.
0x801D61B8, function start — GearShopMenuApplyFrameStats; applies frame statistics.
0x801D6250, function start — GearShopMenuApplyArmorStats; applies armor statistics.
0x801D62A4, function start — GearShopMenuApplyEngineStats; applies engine statistics.
0x801D6334, function start — GearShopMenuApplyAccessoryStats; aggregates the Gear's three accessories into stat bonuses, effect masks, and related pilot flags.
0x801D6738, function start — GearShopMenuApplyWeaponStats; applies weapon attributes to the Gear, including the extra weapon slots used by special Gears.
0x801D690C, function start — GearShopMenuComputeWeightPenalty; computes equipment weight penalties.
